Timestamp,User%,Sys%,Wait%,Idle%
07-DEC-2012 13:19:40,6.0,1.0,0.0,93.0
07-DEC-2012 13:19:41,7.0,1.0,0.0,92.0
07-DEC-2012 13:19:42,18.6,3.1,0.0,78.4
07-DEC-2012 13:19:43,5.1,2.0,0.0,92.9
07-DEC-2012 13:19:44,11.1,1.0,0.0,87.9
07-DEC-2012 13:19:45,17.2,3.4,4.3,75.0
07-DEC-2012 13:19:46,6.0,8.0,0.0,86.0
07-DEC-2012 13:19:47,6.2,1.0,6.2,86.6
07-DEC-2012 13:19:48,5.0,3.0,0.0,92.0
07-DEC-2012 13:19:49,4.9,2.9,0.0,92.2
07-DEC-2012 13:19:50,2.9,40.2,7.8,49.0
07-DEC-2012 13:19:51,2.2,78.5,19.4,0.0
07-DEC-2012 13:19:52,9.9,55.4,33.7,1.0
07-DEC-2012 13:19:53,15.8,3.3,78.3,2.5
07-DEC-2012 13:19:54,3.0,4.0,93.0,0.0
07-DEC-2012 13:19:55,6.1,1.0,76.8,16.2
07-DEC-2012 13:19:56,6.1,2.0,70.7,21.2
07-DEC-2012 13:19:57,6.0,3.0,91.0,0.0
07-DEC-2012 13:19:58,5.4,3.8,75.5,15.2
07-DEC-2012 13:20:02,8.0,4.0,61.0,27.0
07-DEC-2012 13:20:03,2.1,2.1,95.9,0.0
07-DEC-2012 13:20:04,12.5,5.3,66.7,15.5
07-DEC-2012 13:20:07,9.1,3.0,32.3,55.6
07-DEC-2012 13:20:08,18.2,1.0,4.0,76.8
07-DEC-2012 13:20:09,13.1,4.7,0.0,82.2
07-DEC-2012 13:20:10,8.7,3.9,0.0,87.4
07-DEC-2012 13:20:11,5.1,0.0,0.0,94.9
07-DEC-2012 13:20:12,10.1,3.0,0.0,86.9
07-DEC-2012 13:20:13,14.9,4.0,0.0,81.2
07-DEC-2012 13:20:14,11.9,3.0,0.0,85.1
07-DEC-2012 13:20:15,12.9,1.0,1.0,85.1
07-DEC-2012 13:20:16,20.6,2.1,0.0,77.3
07-DEC-2012 13:20:17,9.2,2.0,0.0,88.8
07-DEC-2012 13:20:18,10.2,0.0,0.0,89.8
07-DEC-2012 13:20:19,10.9,4.0,0.0,85.1
07-DEC-2012 13:20:20,18.4,1.9,0.0,79.6
07-DEC-2012 13:20:21,10.9,2.0,0.0,87.1
07-DEC-2012 13:20:22,10.1,2.0,0.0,87.9
07-DEC-2012 13:20:23,10.2,4.1,0.0,85.7
07-DEC-2012 13:20:24,6.0,1.0,0.0,93.0
07-DEC-2012 13:20:25,3.0,5.0,0.0,92.0
07-DEC-2012 13:20:26,8.9,5.9,5.0,80.2
07-DEC-2012 13:20:27,5.1,0.0,0.0,94.9
07-DEC-2012 13:20:28,2.0,2.0,0.0,95.9
07-DEC-2012 13:20:29,2.0,0.0,0.0,98.0
07-DEC-2012 13:20:30,4.0,2.0,0.0,94.1
07-DEC-2012 13:20:31,6.1,3.0,0.0,90.9
07-DEC-2012 13:20:32,4.1,0.0,0.0,95.9
07-DEC-2012 13:20:33,6.1,1.0,0.0,92.9
07-DEC-2012 13:20:34,22.0,2.0,0.0,76.0
07-DEC-2012 13:20:35,24.5,4.1,0.0,71.4
07-DEC-2012 13:20:36,2.0,2.0,0.0,96.0
07-DEC-2012 13:20:37,6.9,2.0,0.0,91.1
