Timestamp,User%,Sys%,Wait%,Idle%
07-DEC-2012 13:18:32,12.8,6.7,0.1,80.5
07-DEC-2012 13:18:33,3.0,2.0,0.0,94.9
07-DEC-2012 13:18:34,5.1,2.0,0.0,92.9
07-DEC-2012 13:18:35,7.0,1.0,0.0,92.0
07-DEC-2012 13:18:36,14.9,20.8,0.0,64.4
07-DEC-2012 13:18:37,8.7,8.7,0.0,82.7
07-DEC-2012 13:18:38,4.0,1.0,0.0,95.0
07-DEC-2012 13:18:39,2.0,4.0,0.0,94.0
07-DEC-2012 13:18:40,9.2,4.1,0.0,86.7
07-DEC-2012 13:18:41,13.3,12.2,0.0,74.5
07-DEC-2012 13:18:42,6.2,5.2,0.0,88.7
07-DEC-2012 13:18:43,4.0,1.0,0.0,95.0
07-DEC-2012 13:18:44,4.0,0.0,0.0,96.0
07-DEC-2012 13:18:45,14.9,3.0,0.0,82.2
07-DEC-2012 13:18:46,3.0,3.0,0.0,93.9
07-DEC-2012 13:18:47,5.0,3.0,0.0,92.0
07-DEC-2012 13:18:48,6.0,2.0,0.0,92.0
07-DEC-2012 13:18:49,6.0,1.0,0.0,93.0
07-DEC-2012 13:18:50,4.0,1.0,0.0,95.0
07-DEC-2012 13:18:51,4.1,2.0,0.0,93.9
07-DEC-2012 13:18:52,21.2,5.1,0.0,73.7
07-DEC-2012 13:18:53,22.2,5.1,0.0,72.7
07-DEC-2012 13:18:54,17.8,2.0,0.0,80.2
07-DEC-2012 13:18:55,93.0,3.0,2.0,2.0
07-DEC-2012 13:18:56,83.8,9.1,1.0,6.1
07-DEC-2012 13:18:57,8.9,2.0,0.0,89.1
07-DEC-2012 13:18:58,8.0,3.0,0.0,89.0
07-DEC-2012 13:18:59,3.0,1.0,0.0,96.0
07-DEC-2012 13:19:00,72.0,4.0,0.0,24.0
07-DEC-2012 13:19:01,46.5,1.0,0.0,52.5
07-DEC-2012 13:19:02,13.6,2.9,0.0,83.5
07-DEC-2012 13:19:03,11.3,5.2,1.0,82.5
07-DEC-2012 13:19:04,11.8,7.8,0.0,80.4
07-DEC-2012 13:19:05,13.3,2.0,0.0,84.7
07-DEC-2012 13:19:06,8.1,7.1,0.0,84.8
07-DEC-2012 13:19:07,16.3,2.0,0.0,81.6
07-DEC-2012 13:19:08,10.0,3.0,0.0,87.0
07-DEC-2012 13:19:09,6.1,3.0,0.0,90.9
07-DEC-2012 13:19:10,11.2,5.1,0.0,83.7
07-DEC-2012 13:19:11,14.0,4.0,0.0,82.0
07-DEC-2012 13:19:12,7.9,7.9,2.0,82.2
07-DEC-2012 13:19:13,11.8,2.0,0.0,86.3
07-DEC-2012 13:19:14,8.0,3.0,0.0,89.0
07-DEC-2012 13:19:15,6.1,4.1,0.0,89.8
07-DEC-2012 13:19:16,6.9,4.0,0.0,89.1
07-DEC-2012 13:19:17,5.7,2.9,0.0,91.4
07-DEC-2012 13:19:18,9.3,4.1,0.0,86.6
07-DEC-2012 13:19:19,9.3,2.1,0.0,88.7
07-DEC-2012 13:19:20,6.1,5.1,0.0,88.8
07-DEC-2012 13:19:21,10.0,3.0,0.0,87.0
07-DEC-2012 13:19:22,6.0,2.0,0.0,92.0
07-DEC-2012 13:19:23,7.2,2.1,0.0,90.7
07-DEC-2012 13:19:24,11.0,4.0,0.0,85.0
07-DEC-2012 13:19:25,14.1,10.1,0.0,75.8
07-DEC-2012 13:19:26,11.9,10.9,0.0,77.2
07-DEC-2012 13:19:27,9.0,5.0,0.0,86.0
07-DEC-2012 13:19:29,13.1,1.0,0.0,85.9
07-DEC-2012 13:19:30,15.2,3.0,0.0,81.8
07-DEC-2012 13:19:31,41.8,8.2,0.0,50.0
07-DEC-2012 13:19:32,13.7,2.9,0.0,83.3
07-DEC-2012 13:19:33,18.0,1.0,0.0,81.0
07-DEC-2012 13:19:34,6.0,7.0,0.0,87.0
07-DEC-2012 13:19:35,4.0,6.1,5.1,84.8
07-DEC-2012 13:19:36,4.1,50.5,36.1,9.3
07-DEC-2012 13:19:37,19.5,5.3,18.6,56.6
07-DEC-2012 13:19:38,5.9,2.0,0.0,92.2
07-DEC-2012 13:19:39,4.1,0.0,0.0,95.9
