Timestamp,User%,Sys%,Wait%,Idle%
07-DEC-2012 13:18:32,11.7,5.1,0.0,83.2
07-DEC-2012 13:18:33,4.0,0.0,0.0,96.0
07-DEC-2012 13:18:34,2.0,2.0,0.0,96.0
07-DEC-2012 13:18:35,5.3,2.1,0.0,92.6
07-DEC-2012 13:18:36,11.0,4.0,0.0,85.0
07-DEC-2012 13:18:37,4.0,4.0,0.0,92.1
07-DEC-2012 13:18:38,2.0,2.0,0.0,96.0
07-DEC-2012 13:18:39,4.0,0.0,0.0,96.0
07-DEC-2012 13:18:40,3.0,1.0,0.0,96.0
07-DEC-2012 13:18:41,6.0,5.0,0.0,89.0
07-DEC-2012 13:18:42,9.0,5.0,0.0,86.0
07-DEC-2012 13:18:43,3.0,1.0,0.0,96.0
07-DEC-2012 13:18:44,2.0,0.0,0.0,98.0
07-DEC-2012 13:18:45,8.0,5.0,0.0,87.0
07-DEC-2012 13:18:46,4.0,0.0,0.0,96.0
07-DEC-2012 13:18:47,5.0,1.0,0.0,94.1
07-DEC-2012 13:18:48,4.1,3.1,0.0,92.9
07-DEC-2012 13:18:49,5.1,0.0,0.0,94.9
07-DEC-2012 13:18:50,4.1,0.0,0.0,95.9
07-DEC-2012 13:18:51,5.9,2.0,0.0,92.1
07-DEC-2012 13:18:52,16.2,7.1,0.0,76.8
07-DEC-2012 13:18:53,23.8,7.9,0.0,68.3
07-DEC-2012 13:18:54,15.0,4.0,0.0,81.0
07-DEC-2012 13:18:55,5.2,8.3,0.0,86.5
07-DEC-2012 13:18:56,4.1,1.0,0.0,94.8
07-DEC-2012 13:18:57,3.1,1.0,0.0,95.9
07-DEC-2012 13:18:58,8.9,5.0,0.0,86.1
07-DEC-2012 13:18:59,2.0,1.0,0.0,97.0
07-DEC-2012 13:19:00,12.4,6.7,0.0,81.0
07-DEC-2012 13:19:01,13.0,4.0,0.0,83.0
07-DEC-2012 13:19:02,10.0,2.0,0.0,88.0
07-DEC-2012 13:19:03,10.1,3.0,0.0,86.9
07-DEC-2012 13:19:04,14.4,6.2,0.0,79.4
07-DEC-2012 13:19:05,13.1,3.0,0.0,83.8
07-DEC-2012 13:19:06,7.1,8.1,0.0,84.8
07-DEC-2012 13:19:07,13.1,4.0,0.0,82.8
07-DEC-2012 13:19:08,4.0,4.0,0.0,91.9
07-DEC-2012 13:19:09,14.0,5.0,0.0,81.0
07-DEC-2012 13:19:10,18.2,3.0,0.0,78.8
07-DEC-2012 13:19:11,12.1,4.0,0.0,83.8
07-DEC-2012 13:19:12,10.0,4.0,0.0,86.0
07-DEC-2012 13:19:13,7.0,2.0,0.0,91.0
07-DEC-2012 13:19:14,6.9,1.0,0.0,92.1
07-DEC-2012 13:19:15,5.9,3.0,0.0,91.1
07-DEC-2012 13:19:16,4.0,1.0,0.0,94.9
07-DEC-2012 13:19:17,8.5,2.8,0.0,88.7
07-DEC-2012 13:19:18,8.0,2.0,0.0,90.0
07-DEC-2012 13:19:19,20.8,5.0,0.0,74.3
07-DEC-2012 13:19:20,11.4,2.9,0.0,85.7
07-DEC-2012 13:19:21,7.1,4.0,0.0,88.9
07-DEC-2012 13:19:22,4.0,2.0,0.0,94.1
07-DEC-2012 13:19:23,7.1,4.0,0.0,88.9
07-DEC-2012 13:19:24,6.1,5.1,0.0,88.9
07-DEC-2012 13:19:25,8.1,5.1,0.0,86.9
07-DEC-2012 13:19:26,6.0,3.0,0.0,91.0
07-DEC-2012 13:19:27,5.0,0.0,0.0,95.0
07-DEC-2012 13:19:29,5.0,4.0,0.0,91.0
07-DEC-2012 13:19:30,41.6,2.0,0.0,56.4
07-DEC-2012 13:19:31,28.3,5.1,0.0,66.7
07-DEC-2012 13:19:32,7.3,3.1,0.0,89.6
07-DEC-2012 13:19:33,5.1,1.0,0.0,93.9
07-DEC-2012 13:19:34,14.0,2.0,0.0,84.0
07-DEC-2012 13:19:35,2.0,2.0,4.0,91.9
07-DEC-2012 13:19:36,4.1,54.6,30.9,10.3
07-DEC-2012 13:19:37,16.5,1.8,19.3,62.4
07-DEC-2012 13:19:38,2.0,2.0,0.0,96.0
07-DEC-2012 13:19:39,1.0,1.0,0.0,98.0
07-DEC-2012 13:19:40,7.0,2.0,0.0,91.0
07-DEC-2012 13:19:41,5.1,2.0,0.0,92.9
07-DEC-2012 13:19:42,7.1,4.0,0.0,88.9
07-DEC-2012 13:19:43,7.1,2.0,23.5,67.3
07-DEC-2012 13:19:44,13.1,2.0,0.0,84.8
07-DEC-2012 13:19:45,5.3,4.4,6.1,84.2
07-DEC-2012 13:19:46,9.1,6.1,0.0,84.8
07-DEC-2012 13:19:47,3.0,6.1,2.0,88.9
07-DEC-2012 13:19:48,8.0,2.0,0.0,90.0
07-DEC-2012 13:19:49,4.0,2.0,0.0,94.0
07-DEC-2012 13:19:50,6.0,16.0,3.0,75.0
07-DEC-2012 13:19:51,9.1,65.7,24.2,1.0
07-DEC-2012 13:19:52,15.8,50.5,33.7,0.0
07-DEC-2012 13:19:53,12.2,9.8,61.8,16.3
07-DEC-2012 13:19:54,2.0,4.0,94.0,0.0
07-DEC-2012 13:19:55,3.1,1.0,84.7,11.2
07-DEC-2012 13:19:56,4.1,1.0,94.8,0.0
07-DEC-2012 13:19:57,9.2,1.0,66.3,23.5
