Timestamp,User%,Sys%,Wait%,Idle%
07-DEC-2012 13:19:58,7.5,4.3,75.9,12.3
07-DEC-2012 13:20:02,6.9,2.0,91.1,0.0
07-DEC-2012 13:20:03,3.0,3.0,93.9,0.0
07-DEC-2012 13:20:04,9.8,4.2,63.6,22.3
07-DEC-2012 13:20:07,7.1,2.0,0.0,90.8
07-DEC-2012 13:20:08,9.0,3.0,0.0,88.0
07-DEC-2012 13:20:09,17.0,1.9,5.7,75.5
07-DEC-2012 13:20:10,5.1,1.0,2.0,91.8
07-DEC-2012 13:20:11,3.0,1.0,0.0,96.0
07-DEC-2012 13:20:12,8.1,1.0,0.0,90.9
07-DEC-2012 13:20:13,10.0,3.0,0.0,87.0
07-DEC-2012 13:20:14,3.0,2.0,0.0,94.9
07-DEC-2012 13:20:15,4.0,2.0,0.0,94.1
07-DEC-2012 13:20:16,6.9,5.0,0.0,88.1
07-DEC-2012 13:20:17,6.1,1.0,0.0,92.9
07-DEC-2012 13:20:18,7.9,2.0,3.0,87.1
07-DEC-2012 13:20:19,6.2,2.1,0.0,91.8
07-DEC-2012 13:20:20,4.1,0.0,0.0,95.9
07-DEC-2012 13:20:21,4.0,2.0,0.0,94.1
07-DEC-2012 13:20:22,4.1,1.0,0.0,94.8
07-DEC-2012 13:20:23,5.9,2.0,0.0,92.2
07-DEC-2012 13:20:24,6.1,1.0,0.0,92.9
07-DEC-2012 13:20:25,12.1,3.0,0.0,84.8
07-DEC-2012 13:20:26,18.4,5.1,0.0,76.5
07-DEC-2012 13:20:27,5.0,1.0,0.0,94.1
07-DEC-2012 13:20:28,5.0,2.0,0.0,93.0
07-DEC-2012 13:20:29,2.0,1.0,0.0,97.0
07-DEC-2012 13:20:30,5.9,4.0,0.0,90.1
07-DEC-2012 13:20:31,5.0,4.0,0.0,91.0
07-DEC-2012 13:20:32,5.0,2.0,3.0,90.0
07-DEC-2012 13:20:33,3.9,2.0,0.0,94.1
07-DEC-2012 13:20:34,14.4,4.1,0.0,81.4
07-DEC-2012 13:20:35,25.7,5.9,0.0,68.3
07-DEC-2012 13:20:36,0.0,1.0,0.0,99.0
07-DEC-2012 13:20:37,6.0,1.0,0.0,93.0
