Timestamp,User%,Sys%,Wait%,Idle%
07-DEC-2012 13:18:32,12.6,6.3,0.1,81.1
07-DEC-2012 13:18:33,3.0,1.0,0.0,96.0
07-DEC-2012 13:18:34,4.0,2.0,0.0,94.0
07-DEC-2012 13:18:35,6.1,2.0,0.0,91.9
07-DEC-2012 13:18:36,9.0,10.0,0.0,81.0
07-DEC-2012 13:18:37,6.9,3.9,0.0,89.2
07-DEC-2012 13:18:38,3.0,0.0,0.0,97.0
07-DEC-2012 13:18:39,3.0,1.0,0.0,96.0
07-DEC-2012 13:18:40,1.0,2.0,0.0,97.0
07-DEC-2012 13:18:41,8.0,4.0,0.0,88.0
07-DEC-2012 13:18:42,11.1,5.1,0.0,83.8
07-DEC-2012 13:18:43,3.0,2.0,0.0,95.0
07-DEC-2012 13:18:44,3.0,1.0,0.0,96.0
07-DEC-2012 13:18:45,11.0,5.0,0.0,84.0
07-DEC-2012 13:18:46,6.0,3.0,0.0,91.0
07-DEC-2012 13:18:47,5.9,1.0,0.0,93.1
07-DEC-2012 13:18:48,1.0,1.0,0.0,97.9
07-DEC-2012 13:18:49,6.0,2.0,0.0,92.0
07-DEC-2012 13:18:50,5.1,1.0,0.0,93.9
07-DEC-2012 13:18:51,6.1,0.0,0.0,93.9
07-DEC-2012 13:18:52,23.5,2.0,0.0,74.5
07-DEC-2012 13:18:53,25.5,4.9,0.0,69.6
07-DEC-2012 13:18:54,8.1,4.0,0.0,87.9
07-DEC-2012 13:18:55,55.0,3.0,0.0,42.0
07-DEC-2012 13:18:56,96.0,4.0,0.0,0.0
07-DEC-2012 13:18:57,98.0,2.0,0.0,0.0
07-DEC-2012 13:18:58,40.2,1.0,0.0,58.8
07-DEC-2012 13:18:59,4.0,0.0,0.0,96.0
07-DEC-2012 13:19:00,9.2,5.1,0.0,85.7
07-DEC-2012 13:19:01,12.2,3.1,0.0,84.7
07-DEC-2012 13:19:02,7.2,3.1,0.0,89.7
07-DEC-2012 13:19:03,7.1,1.0,2.0,89.8
07-DEC-2012 13:19:04,8.2,7.2,0.0,84.5
07-DEC-2012 13:19:05,13.1,3.0,0.0,83.8
07-DEC-2012 13:19:06,12.4,4.1,0.0,83.5
07-DEC-2012 13:19:07,7.4,3.2,0.0,89.4
07-DEC-2012 13:19:08,8.2,1.0,0.0,90.8
07-DEC-2012 13:19:09,6.1,4.0,0.0,89.9
07-DEC-2012 13:19:10,11.2,3.1,0.0,85.7
07-DEC-2012 13:19:11,16.0,3.0,0.0,81.0
07-DEC-2012 13:19:12,8.8,14.7,0.0,76.5
07-DEC-2012 13:19:13,5.3,4.2,0.0,90.5
07-DEC-2012 13:19:14,7.0,1.0,0.0,92.0
07-DEC-2012 13:19:15,7.9,2.0,0.0,90.1
07-DEC-2012 13:19:16,5.1,1.0,0.0,93.9
07-DEC-2012 13:19:17,2.8,3.7,0.0,93.5
07-DEC-2012 13:19:18,3.1,1.0,0.0,95.8
07-DEC-2012 13:19:19,8.8,3.9,0.0,87.3
07-DEC-2012 13:19:20,8.7,4.9,0.0,86.4
07-DEC-2012 13:19:21,4.1,1.0,0.0,94.8
07-DEC-2012 13:19:22,3.1,1.0,0.0,95.9
07-DEC-2012 13:19:23,6.1,4.0,0.0,89.9
07-DEC-2012 13:19:24,8.0,4.0,0.0,88.0
07-DEC-2012 13:19:25,6.9,5.0,0.0,88.1
07-DEC-2012 13:19:26,5.1,2.0,0.0,92.9
07-DEC-2012 13:19:27,5.1,3.0,0.0,91.9
07-DEC-2012 13:19:29,18.2,2.0,0.0,79.8
07-DEC-2012 13:19:30,12.1,9.1,0.0,78.8
07-DEC-2012 13:19:31,11.9,5.9,0.0,82.2
07-DEC-2012 13:19:32,5.1,2.0,0.0,92.9
07-DEC-2012 13:19:33,5.0,2.0,0.0,93.0
07-DEC-2012 13:19:34,5.1,2.0,0.0,92.9
07-DEC-2012 13:19:35,3.0,1.0,3.0,92.9
07-DEC-2012 13:19:36,16.5,50.5,24.7,8.2
07-DEC-2012 13:19:37,14.5,3.6,30.0,51.8
07-DEC-2012 13:19:38,5.0,1.0,0.0,94.0
07-DEC-2012 13:19:39,4.1,1.0,0.0,94.9
07-DEC-2012 13:19:40,5.0,1.0,0.0,94.0
07-DEC-2012 13:19:41,4.0,2.0,0.0,94.0
07-DEC-2012 13:19:42,9.0,3.0,10.0,78.0
07-DEC-2012 13:19:43,10.0,3.0,0.0,87.0
07-DEC-2012 13:19:44,5.1,4.1,0.0,90.8
07-DEC-2012 13:19:45,8.6,3.4,9.5,78.4
07-DEC-2012 13:19:46,9.0,3.0,1.0,87.0
07-DEC-2012 13:19:47,12.7,2.9,2.0,82.4
07-DEC-2012 13:19:48,4.0,1.0,3.0,92.0
07-DEC-2012 13:19:49,3.0,0.0,0.0,97.0
07-DEC-2012 13:19:50,4.0,28.0,9.0,59.0
07-DEC-2012 13:19:51,3.2,75.8,21.1,0.0
07-DEC-2012 13:19:52,9.8,55.9,34.3,0.0
07-DEC-2012 13:19:53,10.7,7.4,55.4,26.4
07-DEC-2012 13:19:54,5.1,3.0,43.4,48.5
07-DEC-2012 13:19:55,7.2,1.0,62.9,28.9
07-DEC-2012 13:19:56,3.1,2.1,94.8,0.0
07-DEC-2012 13:19:57,5.1,0.0,74.7,20.2
07-DEC-2012 13:19:58,6.9,4.8,77.5,10.8
07-DEC-2012 13:20:02,7.0,3.0,71.0,19.0
07-DEC-2012 13:20:03,7.0,3.0,90.0,0.0
07-DEC-2012 13:20:04,11.5,4.6,69.0,14.9
07-DEC-2012 13:20:07,9.9,5.0,82.2,3.0
07-DEC-2012 13:20:08,5.1,6.1,45.5,43.4
07-DEC-2012 13:20:09,11.3,0.9,0.0,87.7
07-DEC-2012 13:20:10,3.0,2.0,0.0,94.9
07-DEC-2012 13:20:11,7.0,2.0,0.0,91.0
07-DEC-2012 13:20:12,5.1,1.0,0.0,93.9
07-DEC-2012 13:20:13,12.1,1.0,0.0,86.9
07-DEC-2012 13:20:14,5.1,2.0,0.0,92.9
07-DEC-2012 13:20:15,3.0,2.0,0.0,95.0
07-DEC-2012 13:20:16,6.2,2.1,0.0,91.8
07-DEC-2012 13:20:17,7.0,3.0,0.0,90.0
07-DEC-2012 13:20:18,2.0,1.0,0.0,97.0
07-DEC-2012 13:20:19,7.1,1.0,0.0,91.9
07-DEC-2012 13:20:20,6.0,3.0,0.0,91.0
07-DEC-2012 13:20:21,4.0,2.0,0.0,94.0
07-DEC-2012 13:20:22,6.0,2.0,0.0,92.0
07-DEC-2012 13:20:23,5.1,1.0,0.0,93.9
07-DEC-2012 13:20:24,4.0,2.0,0.0,93.9
07-DEC-2012 13:20:25,6.1,4.0,0.0,89.9
07-DEC-2012 13:20:26,7.1,2.0,18.2,72.7
07-DEC-2012 13:20:27,4.0,2.0,0.0,94.1
07-DEC-2012 13:20:28,7.1,2.0,0.0,90.9
07-DEC-2012 13:20:29,5.0,1.0,0.0,94.0
07-DEC-2012 13:20:30,3.0,2.0,0.0,95.0
07-DEC-2012 13:20:31,8.7,6.7,0.0,84.6
07-DEC-2012 13:20:32,7.0,5.0,0.0,88.0
07-DEC-2012 13:20:33,2.1,0.0,0.0,97.9
07-DEC-2012 13:20:34,21.4,6.8,0.0,71.8
07-DEC-2012 13:20:35,13.7,2.0,0.0,84.3
07-DEC-2012 13:20:36,5.0,2.0,0.0,93.1
07-DEC-2012 13:20:37,4.9,2.9,0.0,92.2
