Date,Ticker,High,Low,Open,Close,Volume,Adj Close
2012-01-03,PEP,67.19000244140625,66.36000061035156,66.86000061035156,66.4000015258789,5348800.0,52.16688537597656
2012-01-04,PEP,66.83999633789062,66.12000274658203,66.41000366210938,66.73999786376953,6042400.0,52.43399429321289
2012-01-05,PEP,66.66999816894531,66.12000274658203,66.58000183105469,66.22000122070312,4909100.0,52.025489807128906
2012-01-06,PEP,66.2699966430664,65.29000091552734,66.2699966430664,65.38999938964844,6533000.0,51.373374938964844
2012-01-09,PEP,65.83000183105469,65.01000213623047,65.26000213623047,65.7300033569336,5859600.0,51.6405029296875
2012-01-10,PEP,66.05000305175781,65.47000122070312,65.9800033569336,65.66000366210938,4996000.0,51.58551025390625
2012-01-11,PEP,65.16999816894531,64.12999725341797,65.0,65.01000213623047,10470200.0,51.07483673095703
2012-01-12,PEP,65.18000030517578,64.47000122070312,65.0999984741211,64.62000274658203,5745700.0,50.7684440612793
2012-01-13,PEP,64.72000122070312,64.30000305175781,64.44000244140625,64.4000015258789,6677900.0,50.595611572265625
2012-01-17,PEP,65.08999633789062,64.5999984741211,64.76000213623047,64.6500015258789,7457600.0,50.7920036315918
2012-01-18,PEP,65.08000183105469,64.51000213623047,64.66999816894531,64.8499984741211,5373300.0,50.94913101196289
2012-01-19,PEP,66.05000305175781,64.94999694824219,65.13999938964844,65.91000366210938,8195800.0,51.78192138671875
2012-01-20,PEP,66.41000366210938,65.56999969482422,66.05999755859375,66.27999877929688,5538800.0,52.072608947753906
2012-01-23,PEP,66.1500015258789,65.38999938964844,65.91999816894531,66.0999984741211,5551000.0,51.931190490722656
2012-01-24,PEP,66.31999969482422,65.94000244140625,65.95999908447266,66.19999694824219,4148700.0,52.0097541809082
2012-01-25,PEP,66.80000305175781,65.66999816894531,65.87999725341797,66.69999694824219,5131300.0,52.40258026123047
2012-01-26,PEP,66.95999908447266,66.3499984741211,66.62000274658203,66.5199966430664,5345900.0,52.26116943359375
2012-01-27,PEP,66.41999816894531,65.66999816894531,66.25,65.80999755859375,5832500.0,51.70336151123047
2012-01-30,PEP,65.5999984741211,65.16000366210938,65.5999984741211,65.41000366210938,5712300.0,51.38909149169922
2012-01-31,PEP,65.69000244140625,65.27999877929688,65.5,65.66999816894531,5834300.0,51.59337615966797
2012-02-01,PEP,66.5,65.86000061035156,65.98999786376953,66.37999725341797,6351200.0,52.15117645263672
2012-02-02,PEP,66.69999694824219,66.19999694824219,66.5999984741211,66.4000015258789,5124100.0,52.16688537597656
2012-02-03,PEP,66.9000015258789,66.30000305175781,66.87999725341797,66.66000366210938,6295300.0,52.371158599853516
2012-02-06,PEP,66.76000213623047,66.12999725341797,66.41999816894531,66.5199966430664,4917700.0,52.26116943359375
2012-02-07,PEP,66.9800033569336,66.13999938964844,66.2699966430664,66.76000213623047,5597800.0,52.449729919433594
2012-02-08,PEP,66.91999816894531,66.47000122070312,66.81999969482422,66.73999786376953,6021900.0,52.43399429321289
2012-02-09,PEP,64.9000015258789,63.810001373291016,64.86000061035156,64.2699966430664,25593100.0,50.493465423583984
2012-02-10,PEP,64.19000244140625,63.630001068115234,64.12000274658203,63.95000076293945,10702500.0,50.2420539855957
2012-02-13,PEP,64.19000244140625,63.380001068115234,64.01000213623047,63.689998626708984,9295900.0,50.037784576416016
2012-02-14,PEP,63.97999954223633,63.290000915527344,63.52000045776367,63.52000045776367,12623200.0,49.90422439575195
2012-02-15,PEP,63.599998474121094,62.91999816894531,63.34000015258789,63.06999969482422,9099000.0,49.550689697265625
2012-02-16,PEP,63.29999923706055,62.72999954223633,63.20000076293945,62.72999954223633,11449400.0,49.283573150634766
2012-02-17,PEP,62.7599983215332,62.33000183105469,62.56999969482422,62.68000030517578,14646300.0,49.244285583496094
2012-02-21,PEP,63.38999938964844,62.970001220703125,63.04999923706055,63.13999938964844,6581800.0,49.605682373046875
2012-02-22,PEP,63.290000915527344,63.0,63.15999984741211,63.099998474121094,5506300.0,49.574256896972656
2012-02-23,PEP,63.2400016784668,62.83000183105469,63.18000030517578,63.130001068115234,19031400.0,49.59782028198242
2012-02-24,PEP,63.52000045776367,63.150001525878906,63.150001525878906,63.310001373291016,16088000.0,49.73924255371094
2012-02-27,PEP,63.75,63.04999923706055,63.18000030517578,63.31999969482422,25483800.0,49.74709701538086
2012-02-28,PEP,63.689998626708984,63.029998779296875,63.529998779296875,63.31999969482422,6407500.0,49.74709701538086
2012-02-29,PEP,63.130001068115234,62.810001373291016,62.900001525878906,62.939998626708984,7013800.0,49.85401153564453
2012-03-01,PEP,63.04999923706055,62.439998626708984,63.04999923706055,62.54999923706055,7660300.0,49.54511260986328
2012-03-02,PEP,62.68000030517578,62.400001525878906,62.540000915527344,62.52000045776367,6011800.0,49.521358489990234
2012-03-05,PEP,62.97999954223633,62.43000030517578,62.5,62.790000915527344,5646600.0,49.73521041870117
2012-03-06,PEP,62.81999969482422,62.220001220703125,62.349998474121094,62.279998779296875,7231200.0,49.33124542236328
2012-03-07,PEP,62.7400016784668,62.150001525878906,62.33000183105469,62.619998931884766,7509000.0,49.600563049316406
2012-03-08,PEP,63.119998931884766,62.72999954223633,62.900001525878906,62.95000076293945,4398300.0,49.861942291259766
2012-03-09,PEP,63.31999969482422,62.900001525878906,62.959999084472656,63.150001525878906,4096100.0,50.020362854003906
2012-03-12,PEP,64.05000305175781,63.0099983215332,63.310001373291016,63.939998626708984,8098100.0,50.646121978759766
2012-03-13,PEP,64.56999969482422,64.11000061035156,64.30999755859375,64.33999633789062,7450800.0,50.96295928955078
2012-03-14,PEP,64.62999725341797,63.95000076293945,64.19999694824219,64.05999755859375,6930200.0,50.74116897583008
2012-03-15,PEP,64.33999633789062,63.79999923706055,64.0,64.16999816894531,4734500.0,50.82829666137695
2012-03-16,PEP,64.5,64.18000030517578,64.2300033569336,64.47000122070312,8870500.0,51.06592559814453
2012-03-19,PEP,64.87999725341797,64.2699966430664,64.31999969482422,64.7300033569336,6555900.0,51.2718620300293
2012-03-20,PEP,65.55999755859375,64.33000183105469,64.4000015258789,65.27999877929688,7676400.0,51.70751953125
2012-03-21,PEP,65.58000183105469,65.05000305175781,65.27999877929688,65.36000061035156,6555500.0,51.77088165283203
2012-03-22,PEP,65.55999755859375,65.02999877929688,65.13999938964844,65.38999938964844,5149000.0,51.794639587402344
2012-03-23,PEP,65.76000213623047,65.27999877929688,65.44999694824219,65.30000305175781,5356000.0,51.723358154296875
