Date,Ticker,High,Low,Open,Close,Volume,Adj Close
2012-01-03,IBM,188.7100067138672,186.0,186.72999572753906,186.3000030517578,5646000.0,139.9340057373047
2012-01-04,IBM,186.3300018310547,184.94000244140625,185.57000732421875,185.5399932861328,4346700.0,139.36314392089844
2012-01-05,IBM,185.02999877929688,183.10000610351562,184.80999755859375,184.66000366210938,4463100.0,138.70220947265625
2012-01-06,IBM,184.47999572753906,182.30999755859375,184.38999938964844,182.5399932861328,4897100.0,137.10977172851562
2012-01-09,IBM,182.27000427246094,180.27000427246094,182.1999969482422,181.58999633789062,5201200.0,136.39622497558594
2012-01-10,IBM,183.72000122070312,181.1999969482422,183.22999572753906,181.30999755859375,5161000.0,136.18592834472656
2012-01-11,IBM,182.80999755859375,180.5,180.72999572753906,182.32000732421875,4110800.0,136.94459533691406
2012-01-12,IBM,181.91000366210938,178.3800048828125,181.86000061035156,180.5500030517578,6881000.0,135.6150665283203
2012-01-13,IBM,179.61000061035156,177.35000610351562,179.47999572753906,179.16000366210938,5279200.0,134.57101440429688
2012-01-17,IBM,182.0,179.32000732421875,180.36000061035156,180.0,6003400.0,135.20193481445312
2012-01-18,IBM,181.60000610351562,179.5,179.8300018310547,181.07000732421875,4600600.0,136.00563049316406
2012-01-19,IBM,182.36000061035156,180.35000610351562,181.7899932861328,180.52000427246094,8567200.0,135.59254455566406
2012-01-20,IBM,188.97000122070312,184.75,185.77000427246094,188.52000427246094,12849700.0,141.60150146484375
2012-01-23,IBM,190.52000427246094,187.6699981689453,187.91000366210938,189.97999572753906,5751700.0,142.6981964111328
2012-01-24,IBM,192.3000030517578,188.52000427246094,188.6300048828125,191.92999267578125,5345700.0,144.16282653808594
2012-01-25,IBM,192.24000549316406,189.61000061035156,191.3300018310547,191.72999572753906,4359700.0,144.01260375976562
2012-01-26,IBM,192.7899932861328,190.47000122070312,191.7899932861328,190.97999572753906,4004700.0,143.44927978515625
2012-01-27,IBM,191.77000427246094,189.80999755859375,190.00999450683594,190.4600067138672,3360400.0,143.05870056152344
2012-01-30,IBM,192.72999572753906,188.22000122070312,189.38999938964844,192.5,4359000.0,144.5909881591797
2012-01-31,IBM,193.10000610351562,191.0,193.08999633789062,192.60000610351562,4826800.0,144.66607666015625
2012-02-01,IBM,194.80999755859375,192.41000366210938,193.2100067138672,192.6199951171875,5088800.0,144.68112182617188
2012-02-02,IBM,193.3300018310547,191.3300018310547,192.72000122070312,191.52999877929688,3907300.0,143.86241149902344
2012-02-03,IBM,194.1300048828125,192.5399932861328,192.92999267578125,193.63999938964844,4521700.0,145.44728088378906
2012-02-06,IBM,193.75999450683594,192.0,192.47999572753906,192.82000732421875,3639800.0,144.8313446044922
2012-02-07,IBM,194.13999938964844,191.97000122070312,192.4499969482422,193.35000610351562,3433000.0,145.2294921875
2012-02-08,IBM,193.5800018310547,191.72999572753906,192.77999877929688,192.9499969482422,3803800.0,145.49334716796875
2012-02-09,IBM,194.4600067138672,192.5500030517578,193.02999877929688,193.1300048828125,3876400.0,145.62904357910156
2012-02-10,IBM,192.42999267578125,191.27999877929688,191.75999450683594,192.4199981689453,3391100.0,145.0937042236328
2012-02-13,IBM,193.69000244140625,191.74000549316406,193.30999755859375,192.6199951171875,2458800.0,145.24452209472656
2012-02-14,IBM,192.60000610351562,190.8300018310547,191.75999450683594,192.22000122070312,3398100.0,144.94288635253906
2012-02-15,IBM,193.44000244140625,191.25999450683594,192.30999755859375,192.25,4020900.0,144.96551513671875
2012-02-16,IBM,193.25,192.0,192.61000061035156,193.02000427246094,3525500.0,145.54612731933594
2012-02-17,IBM,193.86000061035156,192.3000030517578,193.7100067138672,193.4199981689453,3746500.0,145.84774780273438
2012-02-21,IBM,194.24000549316406,192.4600067138672,193.72999572753906,193.38999938964844,3293600.0,145.8251190185547
2012-02-22,IBM,194.74000549316406,192.75,193.02999877929688,193.8699951171875,3275800.0,146.18710327148438
2012-02-23,IBM,199.22999572753906,193.27999877929688,193.8699951171875,197.61000061035156,8032700.0,149.0072021484375
2012-02-24,IBM,198.55999755859375,196.61000061035156,198.3800048828125,197.75999450683594,3353200.0,149.1203155517578
2012-02-27,IBM,198.7100067138672,196.10000610351562,196.77999877929688,197.52999877929688,3758400.0,148.9468994140625
2012-02-28,IBM,198.9600067138672,197.42999267578125,197.75,197.97999572753906,3167400.0,149.2862091064453
2012-02-29,IBM,199.1699981689453,196.4499969482422,197.86000061035156,196.72999572753906,5117100.0,148.34361267089844
2012-03-01,IBM,198.47000122070312,196.92999267578125,197.22999572753906,197.52999877929688,3560300.0,148.9468994140625
2012-03-02,IBM,198.88999938964844,197.05999755859375,197.10000610351562,198.80999755859375,3727400.0,149.91209411621094
2012-03-05,IBM,201.19000244140625,198.3000030517578,198.36000061035156,200.66000366210938,6938000.0,151.3070068359375
2012-03-06,IBM,199.63999938964844,196.80999755859375,199.13999938964844,197.25999450683594,5214700.0,148.7432861328125
2012-03-07,IBM,198.57000732421875,197.30999755859375,198.08999633789062,197.77000427246094,3346900.0,149.12789916992188
2012-03-08,IBM,199.99000549316406,198.64999389648438,199.24000549316406,199.80999755859375,3145800.0,150.66607666015625
2012-03-09,IBM,201.10000610351562,199.72000122070312,199.97999572753906,200.6199951171875,3178200.0,151.27691650390625
2012-03-12,IBM,201.57000732421875,200.22999572753906,200.92999267578125,201.0,3119700.0,151.5634002685547
2012-03-13,IBM,203.89999389648438,201.61000061035156,201.72000122070312,203.77999877929688,4866000.0,153.65966796875
2012-03-14,IBM,205.14999389648438,203.63999938964844,203.77999877929688,204.72000122070312,4602300.0,154.3684539794922
2012-03-15,IBM,206.17999267578125,204.74000549316406,204.94000244140625,206.0,3621100.0,155.3336181640625
2012-03-16,IBM,207.52000427246094,206.00999450683594,207.02999877929688,206.00999450683594,9637000.0,155.34121704101562
2012-03-19,IBM,206.52999877929688,204.5,205.7100067138672,205.72000122070312,3763200.0,155.12249755859375
2012-03-20,IBM,205.0,203.6999969482422,204.74000549316406,204.25,3695100.0,154.01405334472656
2012-03-21,IBM,205.77000427246094,204.3000030517578,204.32000732421875,204.69000244140625,3329900.0,154.3458251953125
2012-03-22,IBM,205.99000549316406,203.9600067138672,204.0,205.49000549316406,3307800.0,154.9490966796875
2012-03-23,IBM,205.9600067138672,204.55999755859375,205.88999938964844,205.47999572753906,3036200.0,154.94155883789062
2012-03-26,IBM,207.9199981689453,206.32000732421875,206.4499969482422,207.77000427246094,3418200.0,156.66831970214844
2012-03-27,IBM,208.66000366210938,207.0,208.4600067138672,207.17999267578125,2704500.0,156.22344970703125
2012-03-28,IBM,208.69000244140625,206.27000427246094,207.44000244140625,207.2899932861328,3265700.0,156.30641174316406
2012-03-29,IBM,208.5,206.02000427246094,206.08999633789062,208.27000427246094,3403700.0,157.0453643798828
2012-03-30,IBM,209.1199951171875,208.00999450683594,208.74000549316406,208.64999389648438,3215200.0,157.33187866210938
2012-04-02,IBM,209.69000244140625,208.08999633789062,208.9600067138672,209.47000122070312,3387900.0,157.95018005371094
2012-04-03,IBM,210.69000244140625,208.5399932861328,209.30999755859375,209.5,4091500.0,157.97279357910156
2012-04-04,IBM,206.97999572753906,205.19000244140625,206.22000122070312,206.0500030517578,4404000.0,155.37139892578125
2012-04-05,IBM,205.67999267578125,204.4600067138672,205.14999389648438,205.47000122070312,3809000.0,154.9340362548828
2012-04-09,IBM,206.1699981689453,203.3699951171875,204.39999389648438,204.94000244140625,3326900.0,154.5343780517578
2012-04-10,IBM,205.74000549316406,202.1699981689453,204.94000244140625,202.3300018310547,4132900.0,152.56631469726562
2012-04-11,IBM,204.32000732421875,202.4600067138672,203.99000549316406,202.5800018310547,3366200.0,152.7548065185547
2012-04-12,IBM,205.55999755859375,202.63999938964844,202.8000030517578,205.32000732421875,2929600.0,154.8209228515625
2012-04-13,IBM,204.64999389648438,202.8000030517578,204.32000732421875,202.8000030517578,3767000.0,152.92071533203125
2012-04-16,IBM,205.97000122070312,202.72000122070312,204.74000549316406,202.72000122070312,3826600.0,152.8603973388672
2012-04-17,IBM,207.63999938964844,204.14999389648438,204.57000732421875,207.4499969482422,6065500.0,156.42703247070312
2012-04-18,IBM,204.07000732421875,200.0,202.42999267578125,200.1300048828125,10153500.0,150.90744018554688
2012-04-19,IBM,201.25999450683594,197.52000427246094,200.02999877929688,199.50999450683594,5762900.0,150.43988037109375
2012-04-20,IBM,200.1199951171875,199.08999633789062,199.8300018310547,199.60000610351562,4758200.0,150.5077667236328
2012-04-23,IBM,199.10000610351562,196.7899932861328,197.88999938964844,198.6199951171875,3618800.0,149.76881408691406
2012-04-24,IBM,202.47999572753906,198.8699951171875,199.05999755859375,200.0,5626300.0,150.8094024658203
2012-04-25,IBM,203.69000244140625,201.8000030517578,202.02000427246094,203.57000732421875,4003400.0,153.50132751464844
2012-04-26,IBM,206.2100067138672,203.39999389648438,203.39999389648438,205.5800018310547,3302700.0,155.01693725585938
2012-04-27,IBM,208.1699981689453,205.91000366210938,206.47000122070312,206.80999755859375,3496900.0,155.94442749023438
2012-04-30,IBM,207.9600067138672,206.32000732421875,206.7100067138672,207.0800018310547,2773200.0,156.14804077148438
2012-05-01,IBM,208.92999267578125,206.7100067138672,207.17999267578125,208.0,2715900.0,156.84170532226562
2012-05-02,IBM,208.27000427246094,206.91000366210938,206.97000122070312,208.05999755859375,2360300.0,156.88697814941406
2012-05-03,IBM,208.9199981689453,206.5500030517578,208.27000427246094,207.24000549316406,2826600.0,156.2686767578125
2012-05-04,IBM,207.11000061035156,204.39999389648438,206.47000122070312,204.99000549316406,4023600.0,154.5720672607422
2012-05-07,IBM,204.77000427246094,202.89999389648438,203.9600067138672,203.75,3373400.0,153.63706970214844
2012-05-08,IBM,203.05999755859375,199.72000122070312,202.44000244140625,201.47999572753906,3881500.0,152.56185913085938
2012-05-09,IBM,203.0,199.05999755859375,199.99000549316406,201.22999572753906,3742500.0,152.3725128173828
2012-05-10,IBM,203.25,200.02000427246094,201.0,200.60000610351562,3830500.0,151.89549255371094
2012-05-11,IBM,202.1199951171875,199.9499969482422,199.9600067138672,201.1699981689453,2391500.0,152.3271026611328
2012-05-14,IBM,200.7100067138672,198.55999755859375,199.9199981689453,199.44000244140625,3029200.0,151.01712036132812
2012-05-15,IBM,201.47000122070312,198.75999450683594,199.44000244140625,199.0399932861328,2987400.0,150.71424865722656
2012-05-16,IBM,201.35000610351562,198.17999267578125,199.4199981689453,199.72999572753906,5001000.0,151.23667907714844
2012-05-17,IBM,200.7899932861328,197.63999938964844,199.6699981689453,197.88999938964844,5626300.0,149.84347534179688
2012-05-18,IBM,198.77999877929688,195.16000366210938,198.77999877929688,195.8800048828125,5737100.0,148.3214874267578
2012-05-21,IBM,197.92999267578125,194.6300048828125,195.97999572753906,197.75999450683594,3831700.0,149.74502563476562
