Date,AAPL,MSFT,UAL,GE,PEP,DAL,IBM,KO
2012-03-09,77.88143157958984,31.989999771118164,19.81999969482422,18.30769157409668,63.1500015258789,9.369999885559082,200.6199951171875,34.755001068115234
2012-03-12,78.85713958740234,32.040000915527344,19.6200008392334,18.394229888916016,63.93999862670898,9.1899995803833,201.0,35.075000762939446
2012-03-13,81.15714263916016,32.669998168945305,19.82999992370605,18.836538314819336,64.33999633789061,9.3100004196167,203.77999877929688,35.125
2012-03-14,84.22571563720703,32.77000045776367,19.420000076293945,19.028846740722656,64.05999755859375,9.300000190734863,204.72000122070312,35.110000610351555
2012-03-15,83.65142822265625,32.84999847412109,20.38999938964844,19.384614944458008,64.16999816894531,9.630000114440918,206.0,35.165000915527344
2012-03-16,83.6528549194336,32.59999847412109,19.950000762939453,19.423076629638672,64.47000122070311,9.210000038146973,206.00999450683597,35.080001831054695
2012-03-19,85.87142944335938,32.200000762939446,20.6200008392334,19.43269157409668,64.73000335693361,9.3100004196167,205.72000122070312,35.20000076293945
2012-03-20,86.56571197509766,31.989999771118164,21.020000457763672,19.298076629638672,65.27999877929689,9.529999732971193,204.25,35.29499816894531
2012-03-21,86.07142639160156,31.90999984741211,20.559999465942386,19.298076629638672,65.36000061035156,9.739999771118164,204.69000244140625,35.560001373291016
2012-03-22,85.62000274658203,32.0,19.940000534057614,19.086538314819336,65.38999938964844,9.529999732971193,205.4900054931641,35.709999084472656
2012-03-23,85.1500015258789,32.009998321533196,20.549999237060547,19.019229888916016,65.30000305175781,9.619999885559082,205.47999572753903,35.74499893188477
2012-03-26,86.71142578125,32.59000015258789,20.96999931335449,19.278846740722656,65.77999877929689,9.880000114440918,207.7700042724609,35.95000076293945
2012-03-27,87.7828598022461,32.52000045776367,20.93000030517578,19.269229888916016,66.01000213623047,9.8100004196167,207.17999267578125,35.935001373291016
2012-03-28,88.23143005371094,32.189998626708984,21.88999938964844,19.240385055541992,65.93000030517578,10.0,207.2899932861328,36.33000183105469
2012-03-29,87.12285614013672,32.11999893188477,22.34000015258789,19.18269157409668,66.01999664306639,10.06999969482422,208.2700042724609,36.90499877929688
2012-03-30,85.6500015258789,32.259998321533196,21.5,19.298076629638672,66.34999847412111,9.920000076293944,208.6499938964844,37.00500106811523
2012-04-02,88.37571716308594,32.290000915527344,21.489999771118164,19.25,66.73999786376953,10.010000228881836,209.47000122070312,37.06999969482422
2012-04-03,89.9028549194336,31.940000534057614,22.01000022888184,19.19230842590332,66.55999755859375,10.31999969482422,209.5,36.88000106811523
2012-04-04,89.18714141845703,31.209999084472656,21.43000030517578,18.980770111083984,66.33999633789061,10.479999542236328,206.0500030517578,36.72999954223633
2012-04-05,90.52571105957031,31.520000457763672,21.399999618530273,18.740385055541992,66.15000152587889,10.369999885559082,205.47000122070312,36.73500061035156
2012-04-09,90.88999938964844,31.10000038146973,21.07999992370605,18.461538314819336,65.34999847412111,10.289999961853027,204.94000244140625,36.435001373291016
2012-04-10,89.77714538574219,30.46999931335449,20.57999992370605,18.019229888916016,64.84999847412111,9.8100004196167,202.3300018310547,36.0099983215332
2012-04-11,89.45714569091797,30.35000038146973,21.040000915527344,18.278846740722656,65.15000152587889,9.90999984741211,202.5800018310547,36.060001373291016
2012-04-12,88.9671401977539,30.979999542236328,21.520000457763672,18.55769157409668,65.37999725341797,10.260000228881836,205.32000732421875,36.11000061035156
2012-04-13,86.46142578125,30.809999465942386,21.440000534057614,18.153846740722656,65.05999755859375,10.130000114440918,202.8000030517578,35.970001220703125
2012-04-16,82.87571716308594,31.07999992370605,22.299999237060547,18.173076629638672,65.98999786376953,10.25,202.72000122070312,36.22000122070313
2012-04-17,87.0999984741211,31.440000534057614,22.670000076293945,18.596153259277344,66.40000152587889,10.4399995803833,207.4499969482422,36.974998474121094
2012-04-18,86.90571594238281,31.13999938964844,22.70000076293945,18.365385055541992,66.20999908447266,10.529999732971193,200.1300048828125,37.084999084472656
2012-04-19,83.91999816894531,31.01000022888184,23.34000015258789,18.403846740722656,66.15000152587889,10.81999969482422,199.50999450683597,36.90999984741211
2012-04-20,81.85428619384766,32.419998168945305,22.90999984741211,18.615385055541992,66.62999725341797,10.75,199.6000061035156,37.06499862670898
2012-04-23,81.67142486572266,32.11999893188477,22.85000038146973,18.336538314819336,66.18000030517578,10.390000343322754,198.6199951171875,36.84500122070313
2012-04-24,80.04000091552734,31.920000076293945,22.81999969482422,18.788461685180664,66.51000213623047,10.479999542236328,200.0,37.060001373291016
2012-04-25,87.14286041259766,32.200000762939446,22.96999931335449,18.701923370361328,66.66999816894531,10.479999542236328,203.57000732421875,37.46500015258789
2012-04-26,86.81428527832031,32.110000610351555,22.1200008392334,18.865385055541992,66.37000274658203,10.399999618530273,205.5800018310547,37.85499954223633
2012-04-27,86.14286041259766,31.979999542236328,22.170000076293945,19.019229888916016,66.09999847412111,10.81999969482422,206.80999755859372,38.31499862670898
2012-04-30,83.42571258544922,32.02000045776367,21.920000076293945,18.826923370361328,66.0,10.960000038146973,207.0800018310547,38.15999984741211
2012-05-01,83.16143035888672,32.009998321533196,21.90999984741211,19.038461685180664,66.48999786376953,11.050000190734863,208.0,38.46500015258789
2012-05-02,83.71142578125,31.79999923706055,21.65999984741211,19.009614944458008,66.83000183105469,10.869999885559082,208.05999755859372,38.58000183105469
2012-05-03,83.11714172363281,31.76000022888184,21.56999969482422,18.855770111083984,66.91000366210939,10.960000038146973,207.2400054931641,38.72000122070313
2012-05-04,80.75,30.979999542236328,22.280000686645508,18.596153259277344,65.90000152587889,11.0,204.9900054931641,38.5
2012-05-07,81.35428619384766,30.649999618530273,23.59000015258789,18.576923370361328,66.62000274658203,11.170000076293944,203.75,38.63999938964844
2012-05-08,81.16857147216797,30.5,23.899999618530273,18.509614944458008,66.51999664306639,11.170000076293944,201.47999572753903,38.56999969482422
2012-05-09,81.31143188476562,30.76000022888184,23.46999931335449,18.18269157409668,65.94000244140625,10.90999984741211,201.22999572753903,38.38999938964844
2012-05-10,81.50285339355469,30.739999771118164,23.76000022888184,18.355770111083984,66.79000091552734,11.029999732971193,200.6000061035156,38.70500183105469
2012-05-11,80.95857238769531,31.15999984741211,24.11000061035156,18.278846740722656,66.80000305175781,11.369999885559082,201.1699981689453,38.73500061035156
2012-05-14,79.74571228027344,30.68000030517578,24.0,17.884614944458008,67.15000152587889,11.43000030517578,199.44000244140625,38.435001373291016
2012-05-15,79.02428436279297,30.209999084472656,23.690000534057614,17.69230842590332,67.84999847412111,11.170000076293944,199.0399932861328,38.28499984741211
2012-05-16,78.01142883300781,29.899999618530273,23.65999984741211,18.269229888916016,68.75,11.390000343322756,199.72999572753903,38.165000915527344
2012-05-17,75.73143005371094,29.71999931335449,21.899999618530273,18.153846740722656,68.76999664306639,10.40999984741211,197.88999938964844,37.560001373291016
2012-05-18,75.76856994628906,29.270000457763672,20.93000030517578,18.221153259277344,68.12000274658203,10.140000343322754,195.8800048828125,37.025001525878906
2012-05-21,80.18285369873047,29.75,21.920000076293945,18.384614944458008,67.98000335693361,10.579999923706056,197.75999450683597,37.25500106811523
2012-05-22,79.56714630126953,29.76000022888184,21.82999992370605,18.44230842590332,68.08000183105469,10.539999961853027,196.82000732421875,37.09500122070313
2012-05-23,81.5085678100586,29.11000061035156,22.309999465942386,18.44230842590332,68.0,10.739999771118164,196.1199951171875,37.275001525878906
2012-05-24,80.76000213623047,29.06999969482422,23.53000068664551,18.509614944458008,68.80999755859375,11.270000457763672,196.08999633789062,37.77999877929688
2012-05-25,80.32714080810547,29.059999465942386,23.56999969482422,18.461538314819336,68.63999938964844,11.369999885559082,194.3000030517578,37.6150016784668
2012-05-29,81.75285339355469,29.559999465942386,23.8799991607666,18.605770111083984,69.33000183105469,11.800000190734865,196.4600067138672,37.72999954223633
2012-05-30,82.73857116699219,29.34000015258789,24.170000076293945,18.30769157409668,68.22000122070311,11.75,194.52999877929688,37.52999877929688
2012-05-31,82.5328598022461,29.190000534057614,25.170000076293945,18.355770111083984,67.84999847412111,12.100000381469727,192.8999938964844,37.3650016784668
2012-06-01,80.14142608642578,28.45000076293945,24.36000061035156,17.826923370361328,67.51000213623047,11.510000228881836,189.0800018310547,36.54499816894531
2012-06-04,80.61285400390625,28.54999923706055,22.520000457763672,17.451923370361328,67.48000335693361,10.18000030517578,188.5399932861328,36.81999969482422
2012-06-05,80.40428924560547,28.51000022888184,23.28000068664551,17.538461685180664,67.0,10.579999923706056,189.1999969482422,36.61999893188477
2012-06-06,81.63714599609375,29.35000038146973,23.53000068664551,18.153846740722656,67.48999786376953,10.609999656677246,193.9900054931641,37.30500030517578
2012-06-07,81.67428588867188,29.229999542236328,22.920000076293945,18.269229888916016,67.68000030517578,10.279999732971193,194.44000244140625,37.13999938964844
2012-06-08,82.9028549194336,29.649999618530273,23.489999771118164,18.461538314819336,68.30999755859375,10.380000114440918,195.13999938964844,37.61999893188477
2012-06-11,81.59571075439453,28.899999618530273,22.049999237060547,18.375,68.05000305175781,10.170000076293944,192.50999450683597,37.33000183105469
2012-06-12,82.3085708618164,29.290000915527344,22.040000915527344,18.730770111083984,68.40000152587889,10.039999961853027,194.5500030517578,37.599998474121094
2012-06-13,81.73714447021484,29.1299991607666,22.79999923706055,18.625,68.55000305175781,10.289999961853027,193.1000061035156,37.34500122070313
2012-06-14,81.64714050292969,29.34000015258789,22.82999992370605,18.961538314819336,69.26999664306639,10.449999809265137,195.1000061035156,37.86999893188477
2012-06-15,82.01856994628906,30.020000457763672,22.31999969482422,19.230770111083984,69.48000335693361,10.260000228881836,199.1000061035156,38.04499816894531
2012-06-18,83.68285369873047,29.84000015258789,23.020000457763672,18.990385055541992,69.59999847412111,10.630000114440918,198.2899932861328,37.9900016784668
2012-06-19,83.91571807861328,30.70000076293945,23.709999084472656,19.230770111083984,69.30999755859375,10.90999984741211,198.92999267578125,37.86999893188477
2012-06-20,83.67713928222656,30.93000030517578,24.540000915527344,19.326923370361328,68.91000366210939,11.210000038146973,198.77999877929688,37.77999877929688
2012-06-21,82.52428436279297,30.13999938964844,24.18000030517578,18.778846740722656,68.5,11.229999542236328,193.38999938964844,37.334999084472656
2012-06-22,83.15714263916016,30.70000076293945,24.25,19.048076629638672,68.69999694824219,11.039999961853027,193.6999969482422,37.47000122070313
2012-06-25,81.53857421875,29.8700008392334,23.649999618530273,18.769229888916016,68.61000061035156,10.520000457763672,192.8600006103516,37.3849983215332
2012-06-26,81.71857452392578,30.020000457763672,23.82999992370605,19.038461685180664,68.94000244140625,11.140000343322754,191.9499969482422,37.540000915527344
2012-06-27,82.07142639160156,30.170000076293945,23.96999931335449,19.355770111083984,69.75,11.06999969482422,193.0,38.16999816894531
2012-06-28,81.29285430908203,29.90999984741211,24.25,19.423076629638672,69.59999847412111,11.15999984741211,191.3999938964844,38.28499984741211
2012-06-29,83.42857360839844,30.59000015258789,24.32999992370605,20.038461685180664,70.66000366210938,10.949999809265137,195.5800018310547,39.09500122070313
2012-07-02,84.64571380615234,30.559999465942386,24.81999969482422,19.701923370361328,70.76000213623047,11.119999885559082,195.8300018310547,39.459999084472656
2012-07-03,85.62999725341797,30.76000022888184,24.07999992370605,19.644229888916016,70.76000213623047,10.760000228881836,195.92999267578125,39.58000183105469
2012-07-05,87.13428497314453,30.70000076293945,23.61000061035156,19.548076629638672,70.16999816894531,10.630000114440918,195.2899932861328,39.224998474121094
2012-07-06,86.55428314208984,30.190000534057614,24.239999771118164,19.230770111083984,70.22000122070311,11.0,191.41000366210938,39.07500076293945
2012-07-09,87.69857025146484,30.0,23.899999618530273,19.269229888916016,69.98999786376953,10.90999984741211,189.6699981689453,38.9900016784668
2012-07-10,86.88714599609375,29.739999771118164,23.86000061035156,18.865385055541992,69.87000274658203,10.720000267028807,186.25999450683597,38.9900016784668
2012-07-11,86.3471450805664,29.29999923706055,24.790000915527344,18.923076629638672,70.12999725341797,11.09000015258789,185.25,38.72999954223633
2012-07-12,85.55714416503906,28.6299991607666,23.78000068664551,18.69230842590332,69.84999847412111,10.75,183.08999633789062,38.31999969482422
2012-07-13,86.42428588867188,29.38999938964844,24.13999938964844,19.009614944458008,70.41000366210938,10.81999969482422,186.00999450683597,38.63999938964844
2012-07-16,86.70143127441406,29.440000534057614,24.229999542236328,18.836538314819336,70.34999847412111,10.970000267028807,184.7899932861328,38.2400016784668
2012-07-17,86.7057113647461,29.65999984741211,23.60000038146973,18.961538314819336,70.33000183105469,10.800000190734863,183.6499938964844,38.84500122070313
2012-07-18,86.60857391357422,30.45000076293945,22.84000015258789,19.076923370361328,70.37999725341797,10.229999542236328,188.25,38.72000122070313
2012-07-19,87.76000213623047,30.670000076293945,22.049999237060547,19.038461685180664,70.41999816894531,10.0,195.33999633789062,38.775001525878906
2012-07-20,86.32857513427734,30.1200008392334,21.549999237060547,19.105770111083984,69.95999908447266,9.9399995803833,192.4499969482422,38.51499938964844
2012-07-23,86.26142883300781,29.28000068664551,21.549999237060547,19.31730842590332,69.33999633789061,9.65999984741211,190.8300018310547,38.43999862670898
2012-07-24,85.84571075439453,29.149999618530273,20.3799991607666,19.201923370361328,68.79000091552734,9.329999923706056,190.33999633789062,38.33000183105469
2012-07-25,82.1385726928711,28.82999992370605,20.40999984741211,19.230770111083984,70.30000305175781,9.470000267028807,191.0800018310547,38.5099983215332
2012-07-26,82.12571716308594,29.15999984741211,19.200000762939453,19.769229888916016,71.22000122070312,9.40999984741211,193.9499969482422,39.42499923706055
2012-07-27,83.59428405761719,29.76000022888184,19.059999465942386,20.115385055541992,72.26000213623047,9.420000076293944,196.38999938964844,40.00500106811523
2012-07-30,85.00428771972656,29.63999938964844,19.030000686645508,20.0,72.75,9.470000267028807,196.67999267578125,40.560001373291016
2012-07-31,87.25142669677734,29.46999931335449,18.88999938964844,19.951923370361328,72.7300033569336,9.649999618530273,195.97999572753903,40.400001525878906
2012-08-01,86.68714141845703,29.40999984741211,18.170000076293945,19.93269157409668,72.4000015258789,9.479999542236328,195.17999267578125,40.50500106811523
2012-08-02,86.82714080810547,29.190000534057614,18.15999984741211,19.730770111083984,71.80000305175781,9.229999542236328,194.4499969482422,39.875
2012-08-03,87.95714569091797,29.75,18.26000022888184,20.153846740722656,72.87000274658203,9.289999961853027,198.5200042724609,40.415000915527344
2012-08-06,88.93571472167969,29.95000076293945,18.479999542236328,20.163461685180664,72.4800033569336,9.369999885559082,198.75999450683597,40.31999969482422
2012-08-07,88.70143127441406,30.26000022888184,18.420000076293945,20.30769157409668,72.29000091552734,9.31999969482422,199.92999267578125,39.8849983215332
2012-08-08,88.55142974853516,30.32999992370605,18.31999969482422,20.201923370361328,72.56999969482422,9.390000343322754,199.02999877929688,39.77999877929688
2012-08-09,88.67571258544922,30.5,17.889999389648438,20.25,72.13999938964844,9.06999969482422,198.4199981689453,39.61999893188477
2012-08-10,88.81428527832031,30.420000076293945,17.780000686645508,20.288461685180664,72.12999725341797,9.0600004196167,199.2899932861328,39.39500045776367
2012-08-13,90.0,30.38999938964844,18.190000534057614,20.18269157409668,71.98999786376953,9.260000228881836,199.00999450683597,39.29999923706055
2012-08-14,90.2414321899414,30.1299991607666,18.049999237060547,20.134614944458008,72.23999786376953,9.279999732971193,198.2899932861328,39.38000106811523
2012-08-15,90.11856842041016,30.20000076293945,18.200000762939453,20.153846740722656,72.62000274658203,9.260000228881836,198.3999938964844,39.349998474121094
2012-08-16,90.9057159423828,30.78000068664551,18.290000915527344,20.240385055541992,73.58000183105469,9.029999732971193,200.83999633789062,39.54999923706055
2012-08-17,92.58714294433594,30.899999618530273,18.399999618530273,20.19230842590332,73.38999938964844,9.130000114440918,201.22000122070312,39.52999877929688
2012-08-20,95.02143096923828,30.739999771118164,19.450000762939453,20.125,73.33000183105469,9.460000038146973,200.5,39.47000122070313
2012-08-21,93.7228546142578,30.79999923706055,19.56999969482422,20.048076629638672,73.01000213623047,9.710000038146973,198.6499938964844,39.2599983215332
2012-08-22,95.5528564453125,30.540000915527344,19.350000381469727,19.980770111083984,72.88999938964844,9.529999732971193,197.25,38.77000045776367
2012-08-23,94.66143035888672,30.26000022888184,19.290000915527344,19.846153259277344,72.66000366210938,9.149999618530273,195.6999969482422,38.11000061035156
2012-08-24,94.74571228027344,30.559999465942386,19.270000457763672,20.0,73.05999755859375,9.109999656677246,197.7700042724609,38.47000122070313
2012-08-27,96.52571105957031,30.690000534057614,19.020000457763672,20.048076629638672,73.16999816894531,9.0600004196167,195.69000244140625,38.16999816894531
2012-08-28,96.4000015258789,30.6299991607666,18.520000457763672,20.009614944458008,73.12000274658203,8.699999809265138,194.8699951171875,38.0
2012-08-29,96.20999908447266,30.649999618530273,18.32999992370605,20.019229888916016,72.77999877929688,8.609999656677246,195.0800018310547,37.459999084472656
2012-08-30,94.83856964111328,30.31999969482422,18.31999969482422,19.846153259277344,72.18000030517578,8.550000190734862,193.3699951171875,37.13999938964844
2012-08-31,95.03428649902344,30.81999969482422,18.450000762939453,19.913461685180664,72.43000030517578,8.649999618530272,194.8500061035156,37.400001525878906
2012-09-04,96.42428588867188,30.38999938964844,18.100000381469727,19.721153259277344,72.4800033569336,8.560000419616701,194.5399932861328,37.27999877929688
2012-09-05,95.74714660644531,30.38999938964844,19.06999969482422,19.855770111083984,71.54000091552734,8.880000114440918,195.0399932861328,37.5099983215332
2012-09-06,96.61000061035156,31.35000038146973,19.56999969482422,20.490385055541992,72.1500015258789,9.199999809265137,199.1000061035156,38.150001525878906
2012-09-07,97.2057113647461,30.95000076293945,19.700000762939453,20.759614944458008,72.0999984741211,9.279999732971193,199.5,37.900001525878906
2012-09-10,94.67713928222656,30.71999931335449,20.059999465942386,20.653846740722656,71.83999633789062,9.380000114440918,200.9499969482422,37.65999984741211
2012-09-11,94.37000274658205,30.790000915527344,19.799999237060547,20.759614944458008,71.58000183105469,9.279999732971193,203.2700042724609,37.77000045776367
2012-09-12,95.68428802490234,30.78000068664551,20.309999465942386,21.048076629638672,70.05999755859375,9.5,203.7700042724609,37.54999923706055
2012-09-13,97.56857299804688,30.940000534057614,20.09000015258789,21.173076629638672,70.87999725341797,9.449999809265137,206.3600006103516,38.349998474121094
2012-09-14,98.75428771972656,31.209999084472656,20.059999465942386,21.259614944458008,70.45999908447266,9.270000457763672,206.80999755859372,38.11999893188477
2012-09-17,99.96857452392578,31.209999084472656,19.729999542236328,21.201923370361328,70.38999938964844,9.229999542236328,207.1499938964844,38.349998474121094
2012-09-18,100.27285766601562,31.18000030517578,19.270000457763672,21.384614944458008,70.7300033569336,8.960000038146973,207.07000732421875,38.61999893188477
2012-09-19,100.3000030517578,31.04999923706055,20.690000534057614,21.56730842590332,70.8499984741211,9.369999885559082,206.42999267578125,38.52000045776367
2012-09-20,99.81428527832031,31.45000076293945,20.26000022888184,21.56730842590332,71.23999786376953,9.149999618530273,206.17999267578125,38.63999938964844
2012-09-21,100.01285552978516,31.190000534057614,20.020000457763672,21.663461685180664,70.55000305175781,9.06999969482422,205.97999572753903,38.02999877929688
2012-09-24,98.68428802490234,30.78000068664551,20.200000762939453,21.5,70.69999694824219,9.130000114440918,205.2899932861328,38.11999893188477
2012-09-25,96.22000122070312,30.38999938964844,19.82999992370605,21.451923370361328,70.34999847412111,9.020000457763672,204.97999572753903,37.68000030517578
2012-09-26,95.02571105957031,30.170000076293945,20.15999984741211,21.25,70.41999816894531,9.15999984741211,204.0,37.7599983215332
2012-09-27,97.33142852783205,30.15999984741211,19.36000061035156,21.855770111083984,70.63999938964844,9.229999542236328,205.91000366210938,38.310001373291016
2012-09-28,95.3000030517578,29.76000022888184,19.5,21.836538314819336,70.7699966430664,9.15999984741211,207.4499969482422,37.93000030517578
2012-10-01,94.19857025146484,29.489999771118164,19.790000915527344,21.93269157409668,70.6500015258789,9.470000267028807,210.47000122070312,38.38000106811523
2012-10-02,94.4728546142578,29.65999984741211,19.940000534057614,21.913461685180664,70.62000274658203,9.770000457763672,209.83999633789062,38.34000015258789
2012-10-03,95.92142486572266,29.86000061035156,21.13999938964844,22.028846740722656,70.69999694824219,10.15999984741211,210.50999450683597,38.2400016784668
2012-10-04,95.25714111328124,30.03000068664551,20.809999465942386,22.06730842590332,70.87000274658203,10.140000343322754,210.38999938964844,38.33000183105469
2012-10-05,93.22714233398438,29.85000038146973,21.06999969482422,22.230770111083984,71.0999984741211,10.279999732971193,210.58999633789062,38.58000183105469
2012-10-08,91.16714477539062,29.78000068664551,20.899999618530273,22.038461685180664,71.19000244140625,10.130000114440918,209.82000732421875,38.58000183105469
2012-10-09,90.8357162475586,29.28000068664551,20.489999771118164,21.75,71.11000061035156,9.890000343322754,207.9900054931641,38.560001373291016
2012-10-10,91.5585708618164,28.979999542236328,20.18000030517578,21.56730842590332,70.29000091552734,9.84000015258789,205.82000732421875,38.09000015258789
2012-10-11,89.72856903076172,28.95000076293945,19.90999984741211,21.644229888916016,69.81999969482422,9.75,205.75999450683597,38.11000061035156
2012-10-12,89.95857238769531,29.20000076293945,20.0,21.615385055541992,70.05000305175781,10.020000457763672,207.8000030517578,38.22999954223633
2012-10-15,90.68000030517578,29.51000022888184,20.399999618530273,21.769229888916016,70.33999633789061,10.109999656677246,208.92999267578125,38.13000106811523
2012-10-16,92.82714080810548,29.489999771118164,20.350000381469727,21.769229888916016,70.30000305175781,9.989999771118164,211.0,37.900001525878906
